Date,SPY,CBSH,CSTM,IWM,META,MSFT,PWR,QQQ,SRE,TSLA
2021-11-05,452.557922,67.753204,19.6,234.151947,341.130005,329.411438,116.883102,392.46756,56.174042,407.363342
2021-11-08,452.944214,67.441879,19.690001,234.878174,338.619995,330.323059,119.252228,391.935883,55.393307,387.646667
2021-11-09,451.447113,67.02066,19.5,233.512848,335.369995,329.303619,117.669495,389.238007,55.163921,341.166656
2021-11-10,447.815247,67.753204,18.809999,229.833237,327.640015,324.255493,115.509438,383.517426,54.965431,355.983337
2021-11-11,447.960114,67.68911,19.379999,231.682709,327.73999,325.853271,116.007141,384.58078,53.637718,354.503326
2021-11-12,451.34082,67.386932,19.629999,231.9151,340.890015,330.058411,116.445129,388.627625,53.858273,344.473328
2021-11-15,451.495361,67.744057,19.450001,230.995178,347.559998,329.421265,118.137352,388.53894,54.943375,337.796661
2021-11-16,453.282318,67.542595,19.360001,231.421234,342.959991,332.793213,118.943649,391.305786,55.578568,351.57666
2021-11-17,452.181152,67.112221,19.26,228.390381,340.769989,333.019043,117.958183,391.512482,54.802223,363.003326
2021-11-18,453.716919,66.901611,18.719999,227.422058,338.690002,335.130341,118.51561,395.569092,54.140575,365.459991
2021-11-19,452.905548,66.214828,18.389999,225.349823,345.299988,336.937225,120.506454,397.774689,54.149399,379.019989
2021-11-22,451.630585,67.551758,18.549999,224.391174,341.01001,333.716248,120.018715,393.156769,55.115402,385.623322
2021-11-23,452.229401,68.101173,18.49,224.00386,337.25,331.604919,120.277527,391.364807,55.27861,369.676666
2021-11-24,453.436859,67.817322,18.42,224.245956,341.059998,331.830811,121.422272,392.625122,55.371243,372
2021-11-26,443.323761,64.61232,17.969999,215.792419,333.119995,323.74884,117.002556,385.181458,53.673016,360.640015
2021-11-29,448.76181,65.097672,17.440001,215.65686,338.029999,330.573853,121.123627,393.540771,54.784576,378.996674
2021-11-30,440.029999,63.916386,17.57,211.26062,324.459991,324.642487,113.259758,387.761108,52.874622,381.58667
2021-12-01,435.142456,62.986622,16.969999,206.506119,310.600006,324.141632,110.004692,381.164215,52.78199,365
2021-12-02,441.807251,64.589035,17.290001,212.26767,310.390015,323.562317,113.070625,383.911255,53.986191,361.533325
2021-12-03,437.962982,63.88435,17.030001,207.910202,306.839996,317.198883,112.095108,377.235626,54.58609,338.323334
2021-12-06,443.149841,66.423134,17.32,212.083694,317.869995,320.321655,112.443497,380.258362,55.340363,336.33667
2021-12-07,452.316345,66.239731,17.6,217.002838,322.809998,328.894592,116.465027,391.709381,55.979961,350.583344
2021-12-08,453.514069,66.046654,17.76,218.48439,330.559998,328.943726,115.52932,393.462036,55.631489,356.320007
2021-12-09,450.452179,65.728104,17.66,213.536209,329.820007,327.10733,113.140297,387.672546,55.666782,334.600006
2021-12-10,454.692474,65.950119,17.4,212.945511,329.75,336.377533,113.837097,391.886658,55.927029,339.01001
2021-12-13,450.664642,65.370934,17.09,209.833572,334.48999,333.293945,111.497849,386.225159,55.706486,322.136658
2021-12-14,447.564056,65.66053,16.870001,208.027008,333.73999,322.432983,110.253548,382.227661,55.64473,319.503326
2021-12-15,454.557312,65.921173,17.129999,211.32933,341.660004,328.629456,111.647156,390.941437,56.324017,325.329987
2021-12-16,450.548767,66.452087,17,207.05574,334.899994,319.054871,110.840851,380.888489,56.721012,308.973328
2021-12-17,445.753632,65.650879,17.219999,208.959412,333.790009,317.97464,108.362244,378.98819,55.962318,310.856659
2021-12-20,441.013763,64.019493,16.82,206.026169,325.450012,314.154602,106.948738,375.311859,56.262264,299.980011
2021-12-21,448.845734,64.868965,17.559999,211.912064,334.200012,321.401917,110.323235,383.711456,56.685719,312.843323
2021-12-22,453.333618,65.313019,17.700001,213.951767,330.450012,327.205505,111.010086,388.384583,57.964752,336.290009
2021-12-23,456.154297,65.747414,18.01,215.661194,335.23999,328.668762,111.368446,391.312531,58.076946,355.666656
2021-12-27,462.609772,65.95977,18.139999,217.681427,346.179993,336.289124,113.857018,397.779877,58.413536,364.646667
2021-12-28,462.231781,66.442429,17.959999,216.3508,346.220001,335.110748,113.777374,395.93634,58.696262,362.823334
2021-12-29,462.82309,66.741692,17.889999,216.583908,342.940002,335.798157,113.757462,395.877167,58.992462,362.063324
2021-12-30,461.54361,66.529312,17.82,216.525635,344.359985,333.215485,112.314102,394.694122,59.136074,356.779999
2021-12-31,460.380402,66.355568,17.91,216.059387,336.350006,330.26944,114.135735,392.229431,59.364956,352.26001
2022-01-03,463.046051,67.040916,18.42,218.846954,338.540009,328.7276,111.824921,396.00531,59.23481,399.926666
2022-01-04,462.89093,68.662651,18.719999,218.516739,336.529999,323.090942,115.689545,390.868896,60.302902,383.196655
2022-01-05,454.002411,67.880753,18.969999,211.115646,324.170013,310.688202,108.88662,378.861023,60.67091,362.706665
2022-01-06,453.575928,69.531433,18.98,212.320038,332.459991,308.233124,109.55397,378.594818,61.106236,354.899994
2022-01-07,451.782684,70.824944,18.690001,209.862701,331.790009,308.390259,106.267044,374.493561,62.026234,342.320007
2022-01-10,451.22049,70.863571,18.48,209.134262,328.070007,308.616089,107.342758,374.740051,61.797359,352.706665
2022-01-11,455.330353,70.795982,18.83,211.358475,334.369995,309.313324,109.544006,380.369385,60.962616,354.799988
2022-01-12,456.56134,70.438835,19.110001,209.785019,333.26001,312.544159,109.703369,381.877747,61.133156,368.73999
2022-01-13,450.27063,70.390556,19.549999,207.861893,326.480011,299.316498,106.854706,372.324646,61.429359,343.853333
2022-01-14,450.454773,71.915756,19.6,208.153259,331.899994,304.619354,106.217239,374.641449,61.914043,349.869995
2022-01-18,442.477356,70.622238,19.16,201.859421,318.149994,297.205139,105.181366,365.315094,60.908764,343.503326
2022-01-19,437.882935,68.083466,18.799999,198.576538,319.589996,297.872955,101.755013,361.302612,60.976086,331.883331
2022-01-20,433.036407,66.519653,18.219999,194.982819,316.559998,296.174042,99.583641,356.609894,60.531796,332.089996
2022-01-21,424.535553,65.641228,17.860001,191.330856,303.170013,290.704193,97.880417,346.721588,60.540764,314.633331
2022-01-24,426.33844,67.291901,17.450001,195.740402,308.709991,291.038147,99.08564,348.308838,59.082218,310
2022-01-25,421.133331,66.674103,17.469999,193.12767,300.149994,283.299866,96.675224,340.234497,60.100948,306.133331
2022-01-26,420.076721,65.863243,17.549999,190.340164,294.630005,291.372009,96.675224,339.702118,60.424076,312.470001
2022-01-27,418.002441,64.656616,17.01,186.018005,294.640015,294.445709,96.505905,336.281128,61.016472,276.366669
2022-01-28,428.383698,65.602623,17.27,189.640823,301.709991,302.714233,98.109512,346.829987,61.420383,282.116669
2022-01-31,436.099335,66.519653,17.49,195.45874,313.26001,305.385376,102.312782,357.921051,62.003792,312.23999
2022-02-01,439.046082,67.784218,17.639999,197.517838,319,303.2052,102.711189,360.35614,61.088272,310.416656
2022-02-02,443.310974,67.156761,17.209999,195.555878,323,307.820709,103.398468,363.28421,62.021748,301.886658
2022-02-03,432.890961,66.741692,17.15,191.855316,237.759995,295.830353,101.067741,348.555267,61.492184,297.046661
2022-02-04,434.926544,67.649078,17.290001,192.680908,237.089996,300.435974,99.553757,352.952271,61.155598,307.773346
2022-02-07,433.530792,68.006233,17.190001,193.632767,224.910004,295.535767,98.47805,350.112976,61.483208,302.446655
2022-02-08,437.097687,69.830666,17.74,196.935074,220.179993,299.080841,101.844643,354.04657,61.891594,307.333344
2022-02-09,443.495209,69.415588,17.6,200.674484,232,305.611115,105.848709,361.549103,61.819794,310.666656
2022-02-10,435.527496,68.932938,17.639999,197.595551,228.070007,296.940002,102.462189,353.366333,60.836952,301.516663
2022-02-11,426.939392,69.174263,18.26,195.594696,219.550003,289.732086,99.513931,342.156952,61.025448,286.666656
2022-02-14,425.54361,68.45993,18.299999,194.91481,217.699997,289.69278,99.065704,342.580902,60.643986,291.920013
2022-02-15,432.406281,69.299759,19.1,200.140259,221,295.064362,104.42437,351.098816,60.406136,307.476654
2022-02-16,432.890961,69.599007,19.84,200.557922,216.539993,294.720001,106.555901,351.010101,60.688854,307.796661
2022-02-17,423.643829,68.440636,19.08,195.419891,207.710007,286.089935,102.571754,340.569733,60.760662,292.116669
2022-02-18,420.900665,68.720566,19.219999,193.739578,206.160004,283.334595,101.764954,336.685394,60.814507,285.660004
2022-02-22,416.383759,68.102783,19,191.01033,202.080002,283.12796,100.370506,333.303833,60.814507,273.843323
2022-02-23,408.99765,67.369141,20.530001,187.436035,198.449997,275.796875,97.930229,324.766205,59.975292,254.679993
2022-02-24,415.15271,66.104568,19.73,192.350662,207.600006,289.888336,108.308922,335.679749,60.240074,266.92334
2022-02-25,424.312653,69.106697,19.57,196.682526,210.479996,292.564941,107.781013,340.885193,63.475803,269.956665
2022-02-28,423.22699,69.290115,19.43,197.478989,211.029999,294.021332,108.508133,341.900604,64.723412,290.143341
2022-03-01,416.781219,66.297638,18.200001,193.759018,203.490005,290.242615,107.940399,336.665649,65.149765,288.123322
2022-03-02,424.448334,68.768837,18.82,198.372574,208.110001,295.398956,109.802971,342.314728,66.585869,293.296661
2022-03-03,422.335236,69.019814,18.52,196.022095,202.970001,291.197083,111.924522,337.424774,67.142365,279.763336
2022-03-04,418.903961,66.983009,17.84,192.952866,200.059998,285.233795,108.737213,332.534821,68.179047,279.429993
2022-03-07,406.554962,66.978172,16.620001,188.1548,187.470001,274.458588,107.58181,320.270599,68.591919,268.193329
2022-03-08,403.472595,66.832817,16.68,189.194016,190.289993,271.447449,116.366852,318.781921,68.838753,274.799988
2022-03-09,414.290039,68.81929,18.809999,194.526337,198.5,283.895538,118.249352,330.257446,68.349586,286.323334
2022-03-10,412.419312,68.363861,18.280001,194.176666,195.210007,281.031982,120.570122,326.589996,69.686943,279.433319
2022-03-11,407.175354,68.732079,17.549999,191.078293,187.610001,275.600098,122.831116,319.817139,69.206757,265.116669
2022-03-14,404.199585,68.92588,16.530001,187.173813,186.630005,272.028015,122.113968,313.67514,69.099045,255.456665
2022-03-15,413.088165,69.342552,16.51,190.155579,192.029999,282.567047,121.18766,323.514099,69.565773,267.296661
2022-03-16,422.248016,70.418144,17.32,196.138641,203.630005,289.691528,122.353012,335.512146,69.278572,280.07666
2022-03-17,427.530701,69.875519,17.5,199.217575,207.839996,290.50827,125.16185,339.573975,69.933769,290.533325
2022-03-18,432.213348,68.92588,18.08,201.315506,216.490005,295.635101,126.058266,346.524353,70.140221,301.796661
2022-03-21,432.086945,69.904587,18.02,199.538071,211.490005,294.385376,127.711678,345.560974,71.46862,307.053345
2022-03-22,437.143005,70.350319,18.299999,201.538895,216.649994,299.207214,129.225693,352.352173,70.965981,331.32666
2022-03-23,431.513336,68.644859,18.01,198.042328,213.460007,294.710083,128.697769,347.288361,71.544899,333.036682
2022-03-24,438.018127,69.323181,18.549999,200.31958,219.570007,299.246582,132.044449,355.007385,72.332619,337.973328
2022-03-25,440.157196,70.602272,18.26,200.592056,221.820007,298.833221,133.767593,354.711334,73.971786,336.880005
2022-03-28,443.288055,70.330956,17.780001,200.660202,223.589996,305.741211,135.00267,360.199585,74.272293,363.946655
2022-03-29,448.771881,71.135239,18.879999,206.03215,229.860001,310.376068,133.926956,366.398499,75.10099,366.523346
2022-03-30,446.000824,70.098373,18.5,201.896118,227.850006,308.850769,131.636078,362.35144,76.321251,364.66333
2022-03-31,439.136292,69.371628,18,199.764847,222.360001,303.389343,131.088257,357.860199,76.548897,359.200012
2022-04-01,440.380829,69.400696,18.33,202.003174,224.850006,304.481659,131.098221,357.179047,77.559738,361.529999
2022-04-04,444.153412,68.770844,17.610001,202.334061,233.889999,309.943054,130.918945,364.532867,75.929688,381.816681
2022-04-05,438.543152,68.237885,17.610001,197.546021,231.839996,305.918365,129.584244,356.438751,75.141975,363.753326
2022-04-06,434.15802,68.809608,17.25,194.743256,223.300003,294.720001,128.896988,348.699951,76.644539,348.58667
2022-04-07,436.345673,67.695229,17.120001,194.110703,222.949997,296.560089,131.835281,349.529114,76.517044,352.420013
2022-04-08,435.178955,67.288254,17.139999,192.563339,222.330002,292.230347,133.529434,344.643005,77.309288,341.829987
2022-04-11,427.740753,67.782448,16.74,191.268982,216.460007,280.707245,132.572739,336.489624,76.608101,325.309998
2022-04-12,426.155823,66.910332,16.709999,191.87236,214.139999,277.55835,133.459671,335.068207,77.23645,328.983337
2022-04-13,431.036865,68.373535,17.35,195.52182,214.990005,283.029541,134.276855,341.87915,77.596153,340.790009
2022-04-14,425.669708,68.160347,17.24,193.624084,210.179993,275.363892,134.675461,334.06134,77.974068,328.333344
2022-04-18,425.844757,68.286331,17.32,192.320007,210.770004,276.042877,135.901245,334.318024,77.914879,334.763336
2022-04-19,432.718994,70.369705,17.790001,196.154358,217.309998,280.746582,138.432541,341.790314,77.52787,342.716675
2022-04-20,432.398132,70.786385,17.59,196.903717,200.419998,281.789673,137.366196,336.805481,78.620628,325.733337
2022-04-21,425.932281,70.718567,16.98,192.495209,188.070007,276.328217,124.839417,329.836609,77.600708,336.26001
2022-04-22,414.245026,69.284409,16.73,187.512497,184.110001,269.656464,120.125656,321.199524,76.603554,335.016663
2022-04-25,416.646637,69.633255,16.15,188.651154,186.990005,276.239746,120.255211,325.325562,75.301331,332.67334
2022-04-26,404.5802,67.394844,15.65,182.705002,180.949997,265.907318,116.667603,313.046234,74.873329,292.140015
2022-04-27,405.717773,67.113831,16.57,181.945923,174.949997,278.699799,117.395088,312.671082,74.531837,293.83667
2022-04-28,415.966003,67.724297,16.67,185.342316,205.729996,285.007507,118.431519,323.77594,75.355957,292.503326
2022-04-29,400.593689,66.251404,16.690001,179.989807,200.470001,273.090729,115.581345,309.206421,73.470924,290.253326
2022-05-02,403.005035,66.968468,16.41,181.877792,211.130005,279.92984,115.83049,314.368866,72.696892,300.980011
2022-05-03,404.852417,67.67585,16.700001,183.434875,212.029999,277.282776,118.600922,314.704498,73.165863,303.083344
2022-05-04,417.181396,69.294106,16.860001,188.329987,223.410004,285.351898,120.863129,325.345367,74.905197,317.540009
2022-05-05,402.353577,67.96656,15.73,180.690506,208.279999,272.923492,120.57412,308.959625,73.361656,291.093323
2022-05-06,399.951996,67.617714,16.23,177.683365,203.770004,270.345337,117.185814,305.258087,75.082764,288.549988
2022-05-09,387.146576,66.755287,15.59,170.209366,196.210007,260.357269,109.452477,293.314209,73.776009,262.369995
2022-05-10,388.041138,65.65062,15.64,170.258011,197.649994,265.198761,111.435631,296.877625,72.18692,266.679993
2022-05-11,381.876648,64.352142,15.58,166.024689,188.740005,256.391632,108.386162,288.072754,72.314415,244.666672
2022-05-12,381.477997,64.972305,15.54,167.971039,191.240005,251.274612,108.55558,287.391693,71.922844,242.666672
2022-05-13,390.598358,64.865715,15.65,173.294342,198.619995,256.952515,112.18306,298.042419,73.334328,256.529999
2022-05-16,389.013428,64.836647,15.73,172.467133,200.039993,257.326416,111.804375,294.587616,73.53923,241.456665
2022-05-17,397.015594,66.464584,16.809999,177.74176,202.619995,262.561584,113.269318,302.217865,74.604683,253.869995
2022-05-18,381.011292,65.098274,16.02,171.513428,192.240005,250.607193,110.239769,287.381866,74.117485,236.603333
2022-05-19,378.677704,63.780418,15.8,171.795654,191.289993,249.680054,113.139763,285.841919,73.71225,236.473328
2022-05-20,378.843048,63.499409,15.76,171.357712,193.539993,249.107986,112.611588,284.953552,72.901779,221.300003
2022-05-23,385.931244,64.778496,16.18,173.430603,196.229996,257.087433,116.0298,289.69162,74.57737,224.96666
2022-05-24,382.985077,64.226173,15.78,170.861389,181.279999,256.071472,115.511581,283.532166,75.633713,209.386673
2022-05-25,386.368744,64.68161,16.209999,173.93663,183.830002,258.931854,117.953156,287.500275,75.92057,219.600006
2022-05-26,394.088867,66.057587,16.549999,177.819626,191.630005,262.265625,120.215347,295.466125,75.060005,235.910004
2022-05-27,403.763428,66.619621,16.700001,182.607681,195.130005,269.50531,123.085464,305.109955,75.87957,253.210007
2022-05-31,401.497925,67.036293,16.889999,180.340179,193.639999,268.154053,118.590958,304.300507,74.609245,252.753326
2022-06-01,398.250427,65.98008,16.66,179.318329,188.639999,268.696564,119.368286,302.049988,74.45443,246.789993
2022-06-02,405.834534,67.201027,17.34,183.697647,198.860001,270.826996,124.141808,310.321808,74.176674,258.333344
2022-06-03,399.174133,66.406441,16.84,182.043228,190.779999,266.329285,128.676178,302.247437,72.965515,234.516663
2022-06-06,400.389587,66.858788,17.459999,182.831497,194.25,265.076691,130.948349,303.254303,73.384415,238.279999
2022-06-07,404.230133,67.607826,17.540001,185.780243,195.649994,268.775452,133.280304,305.870026,74.536385,238.886673
2022-06-08,399.835297,66.956055,17.08,182.909363,196.639999,266.713989,129.991653,303.668823,72.601265,241.866669
2022-06-09,390.32605,65.224525,16.299999,179.117661,184,261.170807,130.310532,295.535156,70.647934,239.706665
2022-06-10,379.00827,63.862648,15.43,174.258408,175.570007,249.53212,126.164833,285.11145,70.420273,232.229996
2022-06-13,364.618103,63.259514,14.86,166.071899,164.259995,238.948761,125.377548,271.854889,67.005348,215.736664
2022-06-14,363.519379,62.714767,14.34,165.271774,163.729996,241.148285,123.125328,272.348389,65.939888,220.889999
2022-06-15,368.701782,62.841228,14.25,167.691635,169.350006,248.318924,123.693367,279.149475,65.903458,233
2022-06-16,356.499237,61.50853,13.6,159.924683,160.869995,241.621719,114.335655,267.886749,64.637672,213.100006
2022-06-17,357.267761,62.140827,13.66,161.17366,163.740005,244.265091,113.458656,271.144135,63.513023,216.759995
2022-06-21,366.261444,62.977409,13.4,164.061859,157.050003,250.271866,118.820175,277.985046,65.029251,237.036667
2022-06-22,365.597443,63.347076,12.89,163.749634,155.850006,249.670197,118.451454,277.579529,65.311531,236.08667
2022-06-23,369.181213,62.773129,11.95,165.710892,158.75,255.321884,120.34491,281.713531,66.636536,235.070007
2022-06-24,380.918945,64.329575,13.6,170.843307,170.160004,264.041046,125.546974,291.366028,68.043488,245.706665
2022-06-27,379.463959,64.689491,13.71,171.477539,169.490005,261.269501,127.470345,289.229828,68.603523,244.919998
2022-06-28,371.710388,64.358757,13.93,168.257568,160.679993,252.974411,123.673431,280.417938,68.849419,232.66333
2022-06-29,371.407715,63.979366,13.42,166.549988,163.940002,256.702728,119.338387,280.675079,68.439613,228.490005
2022-06-30,368.390289,63.862648,13.21,165.252274,161.25,253.319626,124.982231,277.193787,68.421387,224.473328
2022-07-01,372.28653,64.670052,13.27,167.252579,160.029999,256.032013,125.779945,279.023499,69.919403,227.263336
2022-07-05,372.989624,64.650589,12.75,168.638138,168.190002,259.257324,126.886772,283.800293,66.927933,233.066666
2022-07-06,374.249359,64.825691,13.01,167.38916,169.770004,262.571411,125.929527,285.619965,68.204521,231.733337
2022-07-07,379.854523,65.350983,13.19,171.350708,172.190002,264.731476,131.872513,291.731964,68.306274,244.543335
2022-07-08,379.542084,65.31208,12.92,171.331161,170.880005,264.001587,131.573364,292.09787,68.116638,250.763336
2022-07-11,375.206299,65.214798,12.55,167.886795,162.880005,260.894653,130.775635,285.857391,68.699425,234.343338
2022-07-12,371.8862,64.417114,12.95,167.311081,163.270004,250.20282,127.355431,283.088196,67.922379,233.070007
2022-07-13,369.933136,63.648632,12.99,167.164749,163.490005,249.265793,127.534904,282.504669,67.866867,237.039993
2022-07-14,369.03476,63.27898,12.99,165.447433,158.050003,250.607193,127.674515,283.513489,68.458908,238.313339
2022-07-15,376.085205,64.543587,13.17,168.891815,164.699997,253.211121,127.644585,288.656158,69.952881,240.066666
2022-07-18,372.979889,64.319847,13.15,168.413712,167.229996,250.774872,126.597618,286.213379,69.083328,240.546661
2022-07-19,383.057495,65.70118,13.65,174.355988,175.779999,255.982697,130.735733,295.01535,70.114761,245.529999
2022-07-20,385.498779,66.022202,13.96,177.088074,183.089996,258.685272,131.922379,299.693329,70.660538,247.5
2022-07-21,389.424408,66.129204,14.26,177.995499,183.169998,261.220093,132.759964,303.995392,70.993561,271.706665
2022-07-22,385.811279,65.594177,14.44,175.156067,169.270004,256.801331,132.680191,298.664734,71.340462,272.243347
2022-07-25,386.280029,67.277069,14.44,176.063522,166.649994,255.292282,133.298401,296.963654,73.204453,268.433319
2022-07-26,381.70993,66.88797,14.17,174.980469,159.149994,248.457001,132.899567,291.128632,73.856613,258.859985
2022-07-27,391.621552,67.364639,14.45,178.961502,169.580002,265.066833,133.587585,303.431702,73.981491,274.820007
2022-07-28,396.533386,67.277069,14.44,181.42038,160.720001,272.631989,144.87529,306.398651,75.660492,280.899994
2022-07-29,402.314392,67.598091,14.63,182.708374,159.100006,276.902771,138.334015,311.98642,76.687294,297.149994
2022-08-01,401.123016,68.376312,14.54,182.640045,159.929993,274.210114,138.324051,311.798523,76.488403,297.276672
2022-08-02,398.476715,68.026108,14.52,182.464417,160.190002,271.06369,137.915192,310.868835,75.715981,300.58667
2022-08-03,404.716644,68.45414,14.73,185.14772,168.800003,278.6091,136.668777,319.334625,76.118393,307.396667
2022-08-04,404.443207,68.687607,13.85,184.757431,170.570007,279.773041,133.029205,320.828064,74.670662,308.633331
2022-08-05,403.759613,69.310181,14.32,186.172272,167.110001,279.043121,136.519196,318.207153,73.907501,288.170013
2022-08-08,403.290894,69.086441,14.28,188.14328,170.25,276.488525,136.868195,317.178589,74.448669,290.42334
2022-08-09,401.689423,69.42691,13.6,185.577057,168.529999,278.441467,135.452255,313.588593,75.184082,283.333344
2022-08-10,410.126495,70.351044,14.48,190.875351,178.339996,285.207733,139.84967,322.341125,75.614227,294.356659
2022-08-11,410.126495,70.146767,14.47,191.587646,177.490005,283.096954,140.846817,320.511505,75.803871,286.630005
2022-08-12,417.06955,70.672058,14.66,195.500397,180.5,287.920135,143.050522,326.752045,76.950935,300.029999
2022-08-15,418.788208,71.255722,14.85,196.193192,180.889999,289.458832,142.561905,329.392639,77.482849,309.320007
2022-08-16,419.60849,71.810219,14.91,196.115128,179.470001,288.709198,142.023468,328.621216,78.190506,306.563324
2022-08-17,416.630066,71.586464,14.46,192.817078,174.850006,287.94812,143.708618,324.872955,78.440285,303.996674
2022-08-18,417.840973,71.567017,14.95,194.095337,174.660004,286.811432,144.067566,325.654327,78.833435,302.869995
2022-08-19,412.226044,71.430817,14.11,189.928894,167.960007,282.837921,141.614624,319.304962,78.657669,296.666656
2022-08-22,403.642487,69.368546,13.74,186.016129,163.050003,274.535156,139.610367,310.89856,77.783493,289.91333
2022-08-23,402.665985,68.872437,14.14,186.318619,161.110001,273.240326,140.816895,310.641418,77.84362,296.453339
2022-08-24,403.954956,68.580597,14.18,187.743225,163.259995,272.597839,144.695801,311.541382,77.903748,297.09668
2022-08-25,409.657776,69.806297,14.5,190.660675,168.779999,275.622437,147.328247,317.050079,78.014755,296.070007
2022-08-26,395.791229,68.716782,14.04,184.396393,161.779999,264.987,144.217178,304.054749,77.029564,288.089996
2022-08-29,393.174255,67.559174,13.75,182.698624,159.169998,262.160126,144.456467,301.058136,77.838982,284.820007
2022-08-30,388.857971,67.286804,13.54,180.142136,157.160004,259.926239,140.358185,297.705444,76.807549,277.700012
2022-08-31,385.899139,66.897697,13.32,179.049316,162.929993,258.443573,140.896683,295.974701,76.303398,275.609985
2022-09-01,387.110077,66.926888,13.02,177.097855,165.360001,257.385956,138.702957,296.103271,77.709488,277.160004
2022-09-02,383.028198,66.528046,12.93,175.722015,160.320007,253.096222,140.198685,291.91983,77.149826,270.209991
2022-09-06,381.582977,65.995811,12.75,173.985229,158.539993,250.318756,139.859634,289.823181,77.626228,274.420013
2022-09-07,388.43811,67.812225,12.83,177.771103,160.389999,255.102707,142.023468,295.67804,80.244148,283.700012
2022-09-08,390.97702,68.739937,12.98,179.254227,162.059998,255.527756,146.191513,297.210938,79.989761,289.26001
2022-09-09,397.050964,69.091507,13.26,182.854736,169.149994,261.398956,146.34108,303.708618,80.369019,299.679993
2022-09-12,401.318359,69.306358,14.16,185.069656,168.960007,263.56366,145.244232,307.31842,81.243202,304.420013
2022-09-13,383.868011,67.870811,13.25,177.829651,153.130005,249.073334,141.046249,290.466095,79.013817,292.130005
2022-09-14,385.332825,68.652069,12.96,178.522415,151.470001,249.300659,141.963623,292.770386,80.341278,302.609985
2022-09-15,380.958008,68.251663,12.11,177.224686,149.550003,242.539825,138.483582,287.894653,79.036957,303.75
2022-09-16,378.051697,67.861038,11.45,174.648697,146.289993,241.907272,137.027756,286.134308,77.908386,303.350006
2022-09-19,380.98349,68.847366,12.15,176.141602,148.020004,241.689819,140.876724,288.362488,79.98513,309.070007
2022-09-20,376.610352,69.208694,11.65,173.741257,146.089996,239.643768,138.174469,286.063934,78.102638,308.730011
2022-09-21,370.040833,68.427452,11.01,171.087234,142.119995,236.184265,136.140274,280.94165,76.900055,300.799988
2022-09-22,366.932556,67.099327,10.87,167.233032,142.820007,238.190765,135.322632,277.483887,77.003242,288.589996
2022-09-23,360.784607,66.86496,10.41,163.251999,140.410004,235.166168,128.392471,272.966003,75.872978,275.329987
2022-09-26,357.215515,66.464561,9.84,161.016769,136.369995,234.70163,125.381081,271.836517,73.739082,276.01001
2022-09-27,356.30365,65.126678,10.22,161.56601,134.399994,233.673676,125.191635,271.945557,72.294594,282.940002
2022-09-28,363.314423,65.644264,10.46,166.675949,141.610001,238.279724,129.828354,277.355103,73.621834,287.809998
2022-09-29,355.725128,65.107147,10.35,162.939133,136.410004,234.751053,127.564835,269.359619,71.042397,268.209991
2022-09-30,350.224365,64.609108,10.14,161.752365,135.679993,230.204285,127.095917,264.792175,70.320152,265.25
2022-10-03,359.470734,66.259483,10.7,166.038422,138.610001,237.953537,131.046783,271.004272,72.749504,242.399994
2022-10-04,370.609528,69.384476,11.25,172.619553,140.279999,245.999329,135.715973,279.524933,73.926682,249.440002
2022-10-05,369.746643,69.159874,11.46,171.344513,138.979996,246.315628,134.23938,279.376251,72.003822,240.809998
2022-10-06,365.932434,68.788773,11.47,170.383347,139.070007,243.933517,131.914764,277.176788,69.83709,238.130005
2022-10-07,355.725128,67.558304,10.93,165.371506,133.449997,231.528809,128.233292,266.615173,68.955383,223.070007
2022-10-10,353.009064,67.714554,11.18,164.449554,133.789993,226.596558,128.732117,263.950043,69.199265,222.960007
2022-10-11,350.773468,67.421593,10.99,164.498596,128.539993,222.800995,129.141174,260.323853,68.922562,216.5
2022-10-12,349.616455,66.86496,11.06,164.047424,127.5,223.137039,126.068298,260.234619,65.986694,217.240005
2022-10-13,358.843201,69.530952,11.26,168.107895,130.289993,231.528809,129.909424,266.337769,67.079445,221.720001
2022-10-14,350.665619,69.150101,10.97,163.606049,126.760002,225.914536,123.125114,258.332367,66.361885,204.990005
2022-10-17,359.676636,70.898132,11.71,168.823898,134.039993,234.780701,129.39061,266.862885,67.942383,219.350006
2022-10-18,363.902771,68.896202,11.94,170.824692,132.800003,235.739471,133.112,268.973206,68.195633,220.190002
2022-10-19,361.323944,68.007538,11.89,167.921555,133.229996,233.742874,132.263962,267.99234,67.412415,222.039993
2022-10-20,358.294128,66.269257,12.46,165.783447,131.529999,233.416672,130.438187,266.625092,65.536469,207.279999
2022-10-21,367.00119,67.099327,12.95,169.382935,130.009995,239.317581,133.10202,272.876831,66.727692,214.440002
2022-10-24,371.492004,66.747765,12.65,170.108719,129.720001,244.388229,137.092773,275.878845,67.600021,211.25
2022-10-25,377.424225,67.157921,12.92,174.747894,137.509995,247.758728,142.021408,281.585663,68.575508,222.419998
2022-10-26,374.580627,67.187225,10.97,175.610977,129.820007,228.642578,140.165695,275.363617,69.189896,224.639999
2022-10-27,372.580353,67.196983,11.12,175.650192,97.940002,224.125473,139.936218,270.350342,70.348297,225.089996
2022-10-28,381.444336,69.101273,10.79,179.642029,99.199997,233.139908,140.85408,278.623322,71.469177,228.520004
2022-10-31,378.689056,69.17939,11.02,179.808777,93.160004,229.443207,141.712097,275.383484,70.789146,227.539993
